,qid,ATP,answer,EIGV,HGA,IGV,VGT,frame_count,question,type,a0,a1,a2,a3,a4,all_correct,all_wrong,ATP_correct,EIGV_correct,HGA_correct,IGV_correct,VGT_correct
6091,5708642873_4,3,3,3,3,0,3,827,why did the lady standing up turn to back face the lady sitting down,CW,to blow candle,preparing food,provide toy for dog to play,shake her butt against lady sitting,pack bag,True,False,True,True,True,False,True
6094,3804458046_3,2,2,2,2,4,2,1427,why did two other people walk in after the man in black took out his phone to look at it,TN,walks away,run past,check the phone together,start engine,walk away from his group,True,False,True,True,True,False,True
6097,6388102299_9,0,0,0,0,0,0,1440,what did the lady do in the end,TC,carry baby on her tummy,looking at book,playing with sticks,texting on phone,pet dog,True,False,True,True,True,True,True
6101,3068792452_0,0,0,0,0,0,0,356,why did the ladies in the aisle hold onto flowers,CW,bridesmaid,attracted towards the toy,hold score for them to refer,her birthday,proposing,True,False,True,True,True,True,True
6104,6973757699_0,0,0,0,0,0,0,365,why is the girl wearing a helmet,CW,cycling,fencing,kayaking,protect eyes from glare,working attire,True,False,True,True,True,True,True
6106,4890173699_1,1,1,1,1,4,1,1405,how does the man show affection to the tiger,CH,stroke his head,caress it,touch its houlder,hug it,kiss the tiger,True,False,True,True,True,False,True
6107,3343269521_1,1,1,1,1,1,1,1858,how did the cat react after peeing,TN,sit down,look into the toilet bowl,move the head,rub the cat,play with it,True,False,True,True,True,True,True
6111,3804458046_6,2,2,2,2,1,2,1427,what is the relationship between the men,DO,cowboy,therapist patient,friends,band members,performers,True,False,True,True,True,False,True
6121,4854593577_5,1,1,1,1,4,1,1116,how many people are there on the raft,DC,six,two,thirteen,seven,three,True,False,True,True,True,False,True
6130,5873037185_8,1,1,1,1,4,1,343,what does the lady in front do after the dog approaches her at the end,TN,shift her weight,hug the dog,touch her head,push back the trolley,gives them food,True,False,True,True,True,False,True
6131,4742652230_4,4,4,4,4,1,4,634,what did the girl do after she picked up things from the yellow hole of the toy,TN,touch the baby s head,turn back,watch television,pass toys to the baby,put them in the blue hole,True,False,True,True,True,False,True
6136,4273509832_9,1,1,1,1,4,1,1337,how did the parrot show that it is excited after eating the peas,CH,fly around the house,jump up and down,grab man s hand,bite man s hand,jump on man s arm,True,False,True,True,True,False,True
6146,3186134497_6,0,0,0,0,0,0,701,how does the man in jacket signal the camera person to hold on,CH,hand gesture,jump,throw his spectacles,pick up bottle,wave,True,False,True,True,True,True,True
6147,3747890905_6,0,0,0,0,0,0,1152,how does the baby feel after eating the food,DO,happy,baby chair,using fork,person feed,with spoon,True,False,True,True,True,True,True
6149,2776910060_8,3,3,3,3,4,3,1241,what did the man in black do after the baby bent her knees in the middle of the video,TN,drink,point at the boy,looks back at the man speaking,bounce baby,come in front of the camera,True,False,True,True,True,False,True
6156,4015487071_4,3,3,3,3,4,3,614,what did the speaker do after he put the fire at the table,TN,waves at the camera,raising his hands up,put food back down,extinguish fire,poses for the camera,True,False,True,True,True,False,True
6157,2956081853_1,1,1,1,1,4,1,540,how are the children prevented from staining their clothes while eating,CH,food came out from his mouth,wear bibs,wipe with tissue,feed by man,catch spills with spoon,True,False,True,True,True,False,True
6160,4672625782_3,2,2,2,2,3,2,1635,why are the passengers wearing life jackets,CW,surfing,playing in swimming pool,on boat,to extinguish the fire,diving,True,False,True,True,True,False,True
6162,4751951497_1,3,3,3,3,1,3,807,why does the boy turn to the girl,CW,dance,fight,supervising,talk to her,play the piano,True,False,True,True,True,False,True
6166,3384417792_5,3,3,3,3,1,3,2457,why does the girl wear a hairpin,CW,pose for camera,it was a new gift,matches her floral dress,keep hair out of face,the lady asked her,True,False,True,True,True,False,True
6170,5353486947_7,3,3,3,3,0,3,464,what does the baby do after uncovering his eyes,TN,lie down,walk away,push toy boat in water,look at woman,ride toy car,True,False,True,True,True,False,True
6187,4544425606_0,0,0,0,0,0,0,806,what is the man doing while holding the bird in his hands,TC,introducing about eagle,drinking from a wine glass,try to dance with the bird,gave bird a ball,psoe for the camera,True,False,True,True,True,True,True
6196,5297426137_5,1,1,1,1,0,1,1227,what did the girl in grey do after extending her hand with the cup towards the camera,TN,move bottle away,put the cup on her mouth,hug adult,smile at her,adjust the girl s clothes,True,False,True,True,True,False,True
6199,8625406771_11,0,0,0,0,1,0,1466,what does the girl do after the dog sits down,TN,move towards it,happy,smell the girl,looked left,wag tail,True,False,True,True,True,False,True
6200,2403087559_4,0,0,0,0,0,0,719,how is the man positioned at the start of the video,TC,standing,bent forward,taking a flight,lying on the ground,jumping,True,False,True,True,True,True,True
6201,3064389881_7,2,2,2,2,4,2,802,what did the man do after he put his hands on the baby s back near the end of the video,TN,looks at camera,fell,pick baby up,pose with his hands,on the chin,True,False,True,True,True,False,True
6213,4656745906_6,3,3,3,3,0,3,2697,what does the person wearing gold do as the person wearing red is walking to the centre at the start of the video,TC,point toward her,swing her around,reaches her hand out,walks behind her,pick up microphone,True,False,True,True,True,False,True
6214,5162091958_8,2,2,2,2,1,2,1479,how many kids are present,DC,four,six,two,three,nine,True,False,True,True,True,False,True
6221,3093095651_0,4,4,4,4,4,4,641,why is the man wearing black shirt swinging his arm at the start of the video,CW,holding the microphone,practice boxing,to get the microphone,hand gesture,dancing,True,False,True,True,True,True,True
6222,2481132749_9,4,4,4,4,4,4,671,what did the man in white do after he thrown the disc at the end of the video,TN,stand behind baby,jump,walks down the play area,adjust his shirt,looks at the disc,True,False,True,True,True,True,True
6236,3409616405_1,2,2,2,2,1,2,719,why do the ducks decide to get into the water after running for a while,CW,clumsy,too many to carry,swim,looking around,out of breathe,True,False,True,True,True,False,True
6239,2818950014_0,0,0,0,0,0,0,739,why are the people gathered at the backyard of a house,CW,having a meal,set off firework,playing chessmate,make barbecue,playing hide and seek,True,False,True,True,True,True,True
6240,7564333634_10,1,1,1,1,1,1,510,how did the people move into a line at the end of the video,CH,follow the pipe,move to their positions,stand facing the man,strolls around,shakes their hand,True,False,True,True,True,True,True
6251,5883403537_7,3,3,3,3,1,3,541,what is the baby covered with,DO,hammock,sleeping bag,leaves,blanket,snow,True,False,True,True,True,False,True
6256,5547902371_6,0,0,0,0,0,0,480,what did the boy in blue do after the boy in white stopped at the end of the video,TN,stop running,look at man in black,starts moving left and right,move puppet around,use his phone,True,False,True,True,True,True,True
6261,6462583199_0,2,2,2,2,4,2,2160,why is everyone paying attention to lady in flower dress,CW,spot light on her,dogs around her,she is speaking,she is clapping hands,she dropped a book,True,False,True,True,True,False,True
6262,2488260327_2,3,3,3,3,3,3,1200,what does the girl hold in her hands while resting against the lady,TC,leash,mirror,pin woman s hair,phone,stuff toy,True,False,True,True,True,True,True
6270,6885631865_3,3,3,3,3,4,3,676,how did the baby feel when the person in green tickles the baby,TC,sad,adorable,calm,happy,disappointed,True,False,True,True,True,False,True
6272,5678063296_4,0,0,0,0,0,0,2424,how is the person in green skirt positioned on stage,DO,standing,machine operated,spectacles,move her body,in the dog s mouth,True,False,True,True,True,True,True
6274,3348872437_6,1,1,1,1,1,1,1085,why did the boy in red push the cart backwards in the middle,CW,play with baby,to go forward again,to bite the toy,wants to take waffles,to put more sand at once,True,False,True,True,True,True,True
6279,5415466680_7,4,4,4,4,1,4,2697,what did the girl without a group in the middle of the video do when others are paired up,TC,touch ball,running,sit down,reach for the camera,dances alone,True,False,True,True,True,False,True
6280,6853220537_5,3,3,3,3,4,3,659,what does the lady do after looking up from the shopping basket at the start,TN,pick up doll,dance,move closely to the camera,pull shopping basket,pick up food,True,False,True,True,True,False,True
6286,10682218035_4,2,2,2,2,4,2,985,what does the person do after approaching the left pot in the middle,TN,pose for camera,look around,removed the lid,raise up,lift his strumming hand,True,False,True,True,True,False,True
6288,4630037573_5,0,0,0,0,0,0,541,why did the lady swing her arms,CW,force to hit the ball,spinning wheel,gesturing as she speaks,imitate the baby,push the swing,True,False,True,True,True,True,True
6297,5550305641_0,3,3,3,3,4,3,2697,why does the boy wear helmet,CW,skiing,sledding,skating,cycling,hot sun,True,False,True,True,True,False,True
6298,4127483344_6,1,1,1,1,1,1,1362,how many dogs are there,DC,four,two,three,nine,six,True,False,True,True,True,True,True
6301,2956081853_6,1,1,1,1,1,1,540,what does the girl do after the boy opens his mouth in the middle,TN,looks at the toy,open her mouth,smiles,put her legs on the table,cry,True,False,True,True,True,True,True
6308,6388102299_4,0,0,0,0,0,0,1440,what did the lady do when the baby almost fell off the bed,TC,prevent baby from falling,yawn,happy,crying,stands up again,True,False,True,True,True,True,True
6321,3512311005_3,0,0,0,0,0,0,2697,how is the man in beige playing his instrument,CH,moving a stick,speak to microphone,computer,blow at the side,kick the drum,True,False,True,True,True,True,True
6322,9094000959_4,2,2,2,2,1,2,2408,why did the girl rest the camera on her laps,CW,she is dozing off,hugging something else,fiddling with it,assisting in preparing the food,pass the woman the control,True,False,True,True,True,False,True
6326,6895329002_1,4,4,4,4,1,4,718,why is the dog on leash,CW,for a photoshoot,someone petting it,posing for photo,to try it on,prevent run away,True,False,True,True,True,False,True
6331,6885631865_8,1,1,1,1,0,1,676,how many people are involved in the video,DC,three,two,four,one,five,True,False,True,True,True,False,True
6334,8208916209_7,2,2,2,2,1,2,768,where is this happening,DL,mountains,zoo,house floor,runway,dog training facility,True,False,True,True,True,False,True
6339,4825019426_11,3,3,3,3,4,3,1173,what was the dad s reaction seeing the kids enjoying,TC,thumbs up,wave,frown,smilinghappy,flinching,True,False,True,True,True,False,True
6349,7833012608_6,0,0,0,0,4,0,393,what does the baby do after speaking to the man at the end,TN,drink from bottle,turn back,puts it on the table,tap card again,he looked at the girl,True,False,True,True,True,False,True
6359,8553752644_4,3,3,3,3,1,3,369,why does the woman wear thick clothings,CW,they were in an igloo,feeding the polar bears,doing a photoshoot,cold weather,buying winter clothings at a shop,True,False,True,True,True,False,True
6362,8545885849_7,0,0,0,0,0,0,842,what was the boy doing with his right hand as he hit the bottle on the ground at the end of the video,TC,put in his mouth,swing in the video,rub eyes,pick little boy up,railings,True,False,True,True,True,True,True
6364,6851952624_2,4,4,4,4,1,4,1948,how did the audience react in the middle,TC,leaves their chair,put up a cloth,dance,play guitar,clap and wave their hands,True,False,True,True,True,False,True
6365,3201948915_7,2,2,2,2,0,2,1179,why was the black dog able to get the ball in the end,CW,chase after ball,jump up to bite,brown dog released it,to play catch,boy throws it,True,False,True,True,True,False,True
6369,3360428599_5,1,1,1,1,4,1,551,what was the leopard doing before it jumped up the last time near the end,TP,show dominance,sitting down,run to the end,unhappy,dropped to the ground,True,False,True,True,True,False,True
6374,6885631865_7,0,0,0,0,0,0,676,what is the response of the baby as the person stops rubbing agaist him in the middle,TC,laugh,pick up the bottle,crawl away,hit man on cheek,roll around,True,False,True,True,True,True,True
6376,6447803681_4,4,4,4,4,4,4,2697,how did the baby feel resting beside the lady,TC,angry,focused,sleepy,sad,comfortable,True,False,True,True,True,True,True
6377,3122140249_6,4,4,4,4,1,4,1614,what does the lady do after picking up something from her lap,TN,move her left arm,stop and look,looking at a book,she talks to the other people,eat it,True,False,True,True,True,False,True
6381,3608098943_6,3,3,3,3,1,3,649,where are the people hanging out,DL,classroom,lawn,beach,living room,snow mountain,True,False,True,True,True,False,True
6385,3485338448_3,3,3,3,3,4,3,660,why did the man pause to look at the baby s face after blowing into the baby s belly for a while,CW,pass toy to baby,woman signal stop,carry baby,look at baby s reaction,talk to him,True,False,True,True,True,False,True
6389,3081360150_7,1,1,1,1,0,1,1780,what did the man do to the snake near the end,TC,throw it aside,pushed the snake towards the grass,rotate them,keep the rat down,touch his head,True,False,True,True,True,False,True
6393,6706220611_9,0,0,0,0,0,0,2697,where is the pillow kept,DL,on the floor,crib,kitchen,backyard,forest,True,False,True,True,True,True,True
6402,3992773451_7,3,3,3,3,1,3,744,how many round does the boy swim,DC,eight,five,twelve,two,four,True,False,True,True,True,False,True
6406,9667167640_9,0,0,0,0,0,0,1305,how did the dog react to the person s patting,CH,excited,walk behind,wag tail,caress it,by the girls hand,True,False,True,True,True,True,True
6407,5481728773_9,4,4,4,4,1,4,1002,what did the girl do after the woman held the spoon in the middle of the video,TN,adjust table,kiss her,look around,looked at camera,lift up spoon,True,False,True,True,True,False,True
6411,7492345390_3,1,1,1,1,1,1,1379,why did the lady looked down at the beginning of the video,CW,adjust shoes,looking at baby,pick up something on the floor,pick up blanket,fidgeting,True,False,True,True,True,True,True
6414,6388102299_6,2,2,2,2,0,2,1440,where is this video taken,DL,kitchen,road,bedroom,zoo,computer table,True,False,True,True,True,False,True
6416,4768807796_2,2,2,2,2,0,2,1020,why did the baby in red move her head to face the dog when the dog walked away,CW,touch dog,want to play,attracted by dog,to get food,copy whatever he sees,True,False,True,True,True,False,True
6423,7242577724_2,4,4,4,4,1,4,1020,why did the woman in the black jacket wave towards the camera at the end,CW,check where girl in pink is,show the girl where she is at,dancing,cooking,saying goodbye,True,False,True,True,True,False,True
6425,4968786437_5,0,0,0,0,0,0,445,what did the boy do after he turned the steering wheel in the middle of the video,TN,turned the car,started singing again,touch the vacumm clearner,push the toy down,hug girl,True,False,True,True,True,True,True
6431,8870296245_2,2,2,2,2,4,2,521,what is the relationship between the big and the smaller pigs,DO,owner and pet,friends,parent offspring,swing,white and brown,True,False,True,True,True,False,True
6433,3081360150_4,2,2,2,2,0,2,1780,how did the man picks up the snake,CH,with stick,with gloves,with his hand,with a rope,with tongs,True,False,True,True,True,False,True
6436,3046372932_0,4,4,4,4,4,4,2041,what were the other dogs doings as one of the brown dogs put its head out of the box,TC,look at brown dog,get up slightly,shifted its body,attack the black dog,lying down,True,False,True,True,True,True,True
6439,2558039818_4,2,2,2,2,1,2,726,what did the baby do after closing the book for the first time,TN,move spoon away,stands up and run towards the man,open it again,stretch forward,try to grab it,True,False,True,True,True,False,True
6440,3122140249_8,4,4,4,4,4,4,1614,how does the lady feel while cutting the cake,TC,alert,sad,annoyed,dizzy,happy,True,False,True,True,True,True,True
6444,8507883824_1,1,1,1,1,4,1,1517,how does the boy convey his happiness at the beginning,CH,with the food,smiling,pose with a hand gesture,hug baby,move legs around,True,False,True,True,True,False,True
6449,2482233944_4,2,2,2,2,4,2,2697,what is the relationship among the four men in the video,DO,get across the dirt,bandmates,friends,team member,metal pole,True,False,True,True,True,False,True
6452,3205604574_9,2,2,2,2,1,2,2697,what is in the girls mouth,DO,a toy,a bottle,pacifier,balloon,ice cream,True,False,True,True,True,False,True
6455,3933732494_0,0,0,0,0,0,0,992,what is the relationship between the the boy and the lady behind him,DO,parent offspring,colleagues,grandmother,father daughter,siblingsfriends,True,False,True,True,True,True,True
6460,5093765132_4,1,1,1,1,0,1,930,what is the lady at the table doing,TC,playing instrument,looking at stuff,playing piano,eating medicine,playing tablet,True,False,True,True,True,False,True
6465,6419015349_5,3,3,3,3,4,3,599,how did the boy gain support when he jumps,CH,cycling,pose with a hand gesture,hold onto pole,hold onto table,touch boy s shoulder,True,False,True,True,True,False,True
6467,8227806049_3,0,0,0,0,0,0,792,why does the baby close its eyes towards the end,CW,sleeping,do not want to play anymore,man wiping towel on baby s face,making himself comfortable,baby rolling around,True,False,True,True,True,True,True
6468,4220559457_7,1,1,1,1,0,1,1495,what does the dog do after folding the pillow into half,TN,sit down,lie on it,look behind,chew toy,stare at cat,True,False,True,True,True,False,True
6471,6546241805_6,3,3,3,3,0,3,570,what did the child do after he rolled over the dough once at the beginning of the video,TN,move away,jump up and down,stares at camera,poke dough,look at woman,True,False,True,True,True,False,True
6477,11342887364_1,2,2,2,2,4,2,318,what is the lady doing as the man walks around the place,TC,water bottle,picks up her bottle,she is correcting his dance steps,teaching to read,lies on chair,True,False,True,True,True,False,True
6491,7492345390_4,3,3,3,3,0,3,1379,where is this video taken,DL,forest,dining table,road,living room,along the streets,True,False,True,True,True,False,True
6494,6895329002_10,2,2,2,2,1,2,718,what animal is shown in the video,DO,elephants,rabbit,dog,snake,parrot,True,False,True,True,True,False,True
6497,4188739935_4,2,2,2,2,4,2,2116,why is the man holding a camera kneeling on one knee,CW,check the camera,play the piano,to film the boy riding,take photo,to whip their hair,True,False,True,True,True,False,True
6499,2868301160_0,1,1,1,1,4,1,378,why is the man in blue counting money,CW,dj,pay man in suit,lost the match,injured,pay the doctor,True,False,True,True,True,False,True
6504,9072405003_0,1,1,1,1,1,1,448,how did the cat interact with the feather duster,CH,crawls towards it,touch it,bite it,move away from it,lick them,True,False,True,True,True,True,True
6505,4444103383_4,4,4,4,4,1,4,1131,how did they amplified their music,CH,adjusted buttons,trumpet,use a speaker,shouted,microphone,True,False,True,True,True,False,True
6510,6216509632_3,0,0,0,0,4,0,612,why is the man wearing something over his eyes,CW,protect eyes,ride motorcycle,check eyesight,costume of play,breathe underwater,True,False,True,True,True,False,True
6511,10467727335_4,1,1,1,1,0,1,1360,how did the girl react when the man was hugging her at the start of the video,TC,pretend to punch him,smile,roll on her back,hugs her,push the man away,True,False,True,True,True,False,True
6512,3992773451_6,3,3,3,3,4,3,744,where is this place,DL,theatre,zoo,playground,pool,train station,True,False,True,True,True,False,True
6535,3148729782_6,2,2,2,2,4,2,1493,how does the man interact with the baby at the end,CH,put baby on lap,dance together,talks and hold the baby in his arms,on lady arms,put on his lap,True,False,True,True,True,False,True
6538,2814476910_0,1,1,1,1,4,1,711,why are the people bouncing up and down while they are sitting down,CW,unbalanced,play seesaw,breathing,show appreciation,watching the presentation,True,False,True,True,True,False,True
6539,6936757706_9,4,4,4,4,1,4,600,what is the boy in red doing as he sat beside the lady,TC,feeding the baby,rest,throw balloon into hoop,blowing balloon,eating,True,False,True,True,True,False,True
6554,4937654460_8,4,4,4,4,1,4,2697,where is this video taken,DL,road,dancing hall,kitchen,park,room,True,False,True,True,True,False,True
6562,8759087873_0,2,2,2,2,4,2,806,what did the three men do at the lift lobby in the middle of video,TC,puts it in the box,change direction,dance,rubbing his hands,move his hand horizontally,True,False,True,True,True,False,True
6567,4081746317_9,2,2,2,2,1,2,570,how many boys are there in the video,DC,four,kitchen,three,one,five,True,False,True,True,True,False,True
6570,8371375957_2,4,4,4,4,4,4,1202,why did the baby move his body when he is trying to eat the noodles,CW,reach for the water,reach for the ball,attract attention,reach for the flower,restless,True,False,True,True,True,True,True
6573,7173743064_0,3,3,3,3,4,3,712,why do the boys wear helmets,CW,skateboarding,horse riding,climbing rocky mountains,cycling,pactice fencing,True,False,True,True,True,False,True
6577,13199465314_3,2,2,2,2,4,2,1403,what was the lady doing as the boy turned round and round nearing the end,TC,talks to the camera guy,hand gesture,watching boy,she talks to the other people,clap their hands,True,False,True,True,True,False,True
6578,8031010690_5,4,4,4,4,0,4,526,why did the baby stare for a few seconds while he was crawling onto the pillow,CW,gazing at the stars,eyes were tired,signal baby to crawl,shocked by the dog,distracted by the camera man,True,False,True,True,True,False,True
6580,8227806049_0,4,4,4,4,1,4,792,why is the baby lying down on the man s chest,CW,looking at cat,playing with his necklace,balancing on his pillow,posing for photo,resting and sleeping,True,False,True,True,True,False,True
6581,3711711787_9,0,0,0,0,0,0,1001,what is the man attached to while he was on the trapeze,TC,rope,weights,balloons,ball,ball,True,False,True,True,True,True,True
6584,7227831086_0,4,4,4,4,3,4,502,how does the cyclist protect himself while cycling,TC,hold on to handle,covers the back of his head,uses training wheels,pedal wheels,wear helmet,True,False,True,True,True,False,True
6585,3006009155_0,0,0,0,0,0,0,374,why was the boy in red on the ground at the start of the video,CW,fell over,adjusting the rope,get more food,hold the handle,to adjust his skate,True,False,True,True,True,True,True
6588,9203522308_3,0,0,0,0,0,0,1039,how does the woman reignite the candle in the middle of the video,CH,use lighter,steps onto it,slowly putting them together,pointing her finger,put toy into doll s mouth,True,False,True,True,True,True,True
6589,5372042516_9,0,0,0,0,0,0,843,what did the girl do to the candles while the boy was taking videos,TC,blow them out,take picture of them,throw the trash,pass to adult,bite them,True,False,True,True,True,True,True
6596,2777021212_8,4,4,4,4,1,4,748,where is the video being taken,DL,mountain area,forest area,sheltered area,road,shooting range,True,False,True,True,True,False,True
6611,8632946304_7,2,2,2,2,1,2,973,did the girl ride past the 2 people before or after she looked into the camera,TP,they laughed,excited,after,checking her hands,turn her front,True,False,True,True,True,False,True
6617,2703151976_6,2,2,2,2,4,2,1351,how did the woman on stage make sure her voice can be listened,CH,wave her hands around,singing in microphone,amplify voice with microphone,they have paper,looking at each other,True,False,True,True,True,False,True
6618,7605780282_5,1,1,1,1,4,1,495,what does the robot do after bumping into red container,TN,scalpel release its grip,keep bumping into red container,move towards sofa,takes off his goggles,stop dancing,True,False,True,True,True,False,True
6620,3704238156_9,4,4,4,4,4,4,917,how many dogs are there in the video,DC,one,three,five,six,two,True,False,True,True,True,True,True
6623,7375575700_2,2,2,2,2,0,2,666,how many dogs are there in the video,DC,three,one,two,six,four,True,False,True,True,True,False,True
6625,6317093992_5,4,4,4,4,1,4,912,what does the woman in black pedal for a while at the start,TC,look at camera,bite her lips,talking,look to her side,crafting,True,False,True,True,True,False,True
6629,3553030619_4,1,1,1,1,4,1,1471,why is the baby on the bed putting his hands in the air,CW,take ball from man,dancing,adjusting the cloth,reaching for the balloon,pose for the camera,True,False,True,True,True,False,True
6631,2434450989_1,3,3,3,3,4,3,1616,why is the woman looking at the book while the man is playing guitar,CW,dancing to music,appreciating their singing,see baby s reaction,singing lyrics from book,no more microphone,True,False,True,True,True,False,True
6632,3205604574_8,3,3,3,3,0,3,2697,how is the baby counting after the middle of the video,CH,with his toes,with an abacus,click laptop,with his hands,with a calculator,True,False,True,True,True,False,True
6633,4173145252_11,2,2,2,2,1,2,1810,did the baby get hurt after putting out the candle,TN,put down cupcake,shake the toy,no,lies down,wave smoke away,True,False,True,True,True,False,True
6635,4959088086_10,4,4,4,4,1,4,1064,where is this video taken,DL,jungle,carnival,playground,temple,home,True,False,True,True,True,False,True
6637,4672625782_0,3,3,3,3,0,3,1635,why did the man sitting at the front of the boat pass the rope to the man in white on the platform,CW,pull up treasure,rock climbing,wanted to cook,help to stop the boat,to sit,True,False,True,True,True,False,True
6638,5481728773_7,3,3,3,3,4,3,1002,how many people are in the video,DC,eight,seven,four,three,five,True,False,True,True,True,False,True
6640,5883403537_2,2,2,2,2,0,2,541,why did the person run his hand up the baby s stomach,CW,to comfort crying baby,clean his body,play with baby,to make baby laugh,applying ointment,True,False,True,True,True,False,True
6642,3261112327_0,3,3,3,3,1,3,962,what are the three chickens searching for in the wood,DO,red fruit,top right corner,there is a collar,food,green,True,False,True,True,True,False,True
6655,4417481754_6,2,2,2,2,4,2,2010,why are the people sitting around the table,CW,see baby playing,playing cards,eating,meeting,playing music,True,False,True,True,True,False,True
6661,4544425606_6,4,4,4,4,4,4,806,why did the man look at the eagles frequently as he spoke,CW,to feed the eagle,to hug the eagle,to catch the eagle,pose for the camera,keeping an eye,True,False,True,True,True,True,True
6662,2513624400_5,1,1,1,1,4,1,2697,what did the lady do when the baby opened his mouth at first part of the video,TC,push green obstacle away,touch baby mouth,wave her hands,feed more food,roll on her back,True,False,True,True,True,False,True
6670,10209170426_6,0,0,0,0,0,0,485,what was drawn on the walls,DO,musical notation,horse,acting,a speech,cameraman,True,False,True,True,True,True,True
6673,7846636954_2,3,3,3,3,4,3,733,how did the boy made sure he did not toppled the toys,CH,hold onto baby,protect it with fencing,look behind him,jumps far away from the toys,walked carefully,True,False,True,True,True,False,True
6674,8201826598_9,4,4,4,4,4,4,2138,what does the person do before the boy throws the residue in the middle,TP,play with toy,kick a ball,carries a dog,mimic man,show the residue box,True,False,True,True,True,True,True
6678,6160350737_2,0,0,0,0,0,0,1140,why do the two people move their bodies on the stage,CW,playing the guitar,shake off ping pong balls,singalong session,running to line,receive prize,True,False,True,True,True,True,True
6679,7242577724_1,3,3,3,3,4,3,1020,why are the women standing beside each other,CW,explain well to the men,dancing to music,performing to an audience,talking to each other,watching a soccer match,True,False,True,True,True,False,True
6685,12011352464_2,0,0,0,0,0,0,1082,where is this video taken,DL,home,construction site,stage,outdoors,sheltered area,True,False,True,True,True,True,True
6689,6134687264_3,2,2,2,2,1,2,431,why does the child in stripes crawl after he falls to the floor,CW,chase the dog,crawl to the lady,go somewhere else,dance move,eat the cracker,True,False,True,True,True,False,True
6693,5912473393_8,1,1,1,1,4,1,1245,where are the people performing,DL,on the streets,on stage,pool,park,grass patch,True,False,True,True,True,False,True
6701,2776910060_4,0,0,0,0,0,0,1241,where is this video taken,DL,living room,studio,sheltered area,dancing hall,stage,True,False,True,True,True,True,True
6703,4514152517_0,2,2,2,2,4,2,523,why is the guy holding on to a piece of paper at the start of the video,CW,taking photo,singing a song,stabilize the paper,to let the cat interact,playing instrument,True,False,True,True,True,False,True
6704,13503538465_8,3,3,3,3,1,3,416,how many children are there,DC,six,four,three,two,nine,True,False,True,True,True,False,True
6705,6095248978_1,1,1,1,1,4,1,2250,how does the person in blue touch the child in red,CH,hold her hands above,hold the child tightly,attach safety harness,hold the child s head,hold and touch the baby s feet,True,False,True,True,True,False,True
6707,9132487788_6,3,3,3,3,4,3,1821,how did the man in grey made music with his items,CH,moving a stick,strum the strings,use the microphone,hit them together,move fingers across piano,True,False,True,True,True,False,True
6709,2419603277_0,3,3,3,3,0,3,2238,why does the man wearing a black turban keep pointing towards the paper on the lap of the man in blue,CW,demonstrating,wanted to take refreshment,ensure the paper does not fly off,refer to what he says,observe the men in blue,True,False,True,True,True,False,True
6710,3512311005_2,2,2,2,2,1,2,2697,what did the lady do after she crossed her legs in the middle of the video,TN,talks and smiles,looks round,swing her leg,smile,talk to men,True,False,True,True,True,False,True
6725,8150513082_4,2,2,2,2,1,2,901,why does the cat in the middle walk away in the middle of the video,CW,snuggle into blanket,referring to cat,distracted,look for food,keep itself calm,True,False,True,True,True,False,True
6734,3579030253_11,3,3,3,3,4,3,2697,what did the lady do after the dog brought the toy to her,TN,dress the puppy,take more biscuits,place paw on her palm,throw the toy again,run towards lady,True,False,True,True,True,False,True
6741,3375064270_0,0,0,0,0,0,0,324,why is the ground white,CW,snow,it is made of marble,it is freshly painted,the dog pushed over a can of white paint on it,mat is white,True,False,True,True,True,True,True
6747,3672431760_3,3,3,3,3,1,3,765,why is the lady holding the twig,CW,stay afloat,watch the duck,look at audience,throw so dog can fetch,act like they are pulling tree,True,False,True,True,True,False,True
6753,10316970886_0,3,3,3,3,4,3,871,why is the baby covered in a blanket,CW,looking at the camera,try pull baby to sit up,ask girl to get up,keep warm,too young to go toilet himself,True,False,True,True,True,False,True
6756,3896532533_1,1,1,1,1,4,1,377,why does the baby sit on the pram,CW,being fed,resting,play the guitar,playing toys,playing with toy,True,False,True,True,True,False,True
6764,3003152116_1,1,1,1,1,4,1,1402,why did the cat suddenly jolt up and look around the room,CW,change playing position,distracted,wants to enter,want to get it,to get the plush fish,True,False,True,True,True,False,True
6773,6764465247_3,3,3,3,3,4,3,2430,why does the woman nod her head at the beginning of the video,CW,start of performance,talk to baby,give attention,listening and showing agreement,talking to boy,True,False,True,True,True,False,True
6781,3593365697_7,4,4,4,4,0,4,312,why did the bald man behind move his hand during the video,CW,press something on the device,he was trying to operate his cellphone,to direct attention to the dog,adjust seat,gesture while talking,True,False,True,True,True,False,True
6788,10682218035_0,0,0,0,0,0,0,985,why do the two dogs look up at the end of the video,CW,they smell of the food,tired,sniffing,to pat the dog,wants to play catch,True,False,True,True,True,True,True
6795,3842638015_3,2,2,2,2,4,2,1828,why did the baby clap its hands near the end of the video,CW,put purple toy in,touch the camera,happy,the man was playing with him,sits down to play,True,False,True,True,True,False,True
6803,5547902371_8,0,0,0,0,0,0,480,why did the boy in blue stop at the end of the video,CW,boy in white stopped,wait for the man,adjust something,ice cream dropped,he lost his balance,True,False,True,True,True,True,True
6805,4321131597_3,1,1,1,1,4,1,2158,why did the man pick up a glass,CW,give to baby,drink,give to lady,show it to the audience,act to perform magic,True,False,True,True,True,False,True
