,qid,ATP,answer,EIGV,HGA,IGV,VGT,frame_count,question,type,a0,a1,a2,a3,a4,all_correct,all_wrong,ATP_correct,EIGV_correct,HGA_correct,IGV_correct,VGT_correct
5666,7303386938_8,0,0,0,0,0,0,2616,what does the baby hold in his hand at the end,TC,bottle,food,earphones,teddy bear,crayons,True,False,True,True,True,True,True
5678,8575896129_3,4,4,4,4,4,4,2056,how does the lady prevent the child from falling after putting the child on the ground,CH,shake a toy,bib,tickle the baby,wear helmet,use leg to support,True,False,True,True,True,True,True
5711,6045316181_5,0,0,0,0,0,0,1015,what is the relationship among the 3 children,DO,siblings,classmate,team member,strangers,parent child,True,False,True,True,True,True,True
5730,4088558209_9,1,1,1,1,1,1,2400,why is the lady in dress moving her hands,CW,having a conversation,move with lyrics,patting the kids,swimming,cleaning table,True,False,True,True,True,True,True
5733,5386574125_1,1,1,1,1,1,1,891,what did the lady remove from the monitor,DO,ball,plastic,dirt,ants,towel,True,False,True,True,True,True,True
5751,8545885849_0,0,0,0,0,0,0,842,why did the boy keep hitting the bottle to the ground,CW,fun,engrossed into music,performing to audience,play with the wool on ground,pick up ball,True,False,True,True,True,True,True
5756,3377976885_4,4,4,4,4,4,4,330,what did the panda at the back do when the panda at the front speed up,TC,smelling and eating leaves,follow,lick himself,back away,speed up,True,False,True,True,True,True,True
5764,3035546739_2,4,4,4,4,4,4,677,why are two people wearing helmet,CW,rugby,fencing,perform play work,skiing,cycling,True,False,True,True,True,True,True
5767,3317240291_8,0,0,0,0,0,0,839,what does the boy do after finding a white package in the middle,TN,carry it to the side,crawl out,climb and move away,throws it inside the cage,pat his shoulders excitedly,True,False,True,True,True,True,True
5795,4123808525_1,0,0,0,0,0,0,570,why is there a mannequin in front of the man,CW,model,sunny,having a conversation,moving the dog,keep warm,True,False,True,True,True,True,True
5802,7001228068_5,0,0,0,0,0,0,1233,why did the girl bend forward at the beginning of the video,CW,pick up leash,fidgeting,adjust shoes,plant sapling,pick up toys,True,False,True,True,True,True,True
5804,5219491835_3,0,0,0,0,0,0,705,why are there toys hanging,CW,for baby to play,dry the toy,christmas decoration,for halloween,birthday party,True,False,True,True,True,True,True
5826,8696216243_8,4,4,4,4,4,4,890,what does the baby in purple do after looking at the toy for a while in the middle,TN,drop cloth,touch the cloth,throw away the blue toy,hit baby in grey with toy,took another toy,True,False,True,True,True,True,True
5836,7530953680_4,0,0,0,0,0,0,1320,what does the man in black do as he turned to face the boats in the middle,TC,point at boats,smile and nod,to ask lady to look,tie rope to platform,watching girl dance,True,False,True,True,True,True,True
5847,3988313151_9,4,4,4,4,4,4,580,how many people can be seen in the video,DC,eleven,five,four,eight,three,True,False,True,True,True,True,True
5860,8277189448_6,0,0,0,0,0,0,870,how many children were there,DO,three,six,five,four,eight,True,False,True,True,True,True,True
5862,5972972222_6,4,4,4,4,4,4,2697,why does the girl in pink skirt turns and raise her bubble blower up at the end,CW,resting,playing in water,dancing,playing games,blow on it,True,False,True,True,True,True,True
5867,6317093992_3,0,0,0,0,0,0,912,why did the man look up and talk to the audiences before shaving the wood,CW,introduce what he does,done talking,role play,already finished the side,ask for permission,True,False,True,True,True,True,True
5876,8245178837_9,0,0,0,0,0,0,2661,why did the baby put the spoon back into the jar after the middle part of the video,CW,scoop more from jar,show the spots that she drew,feed the cat more food,wash the emtpy jar,wants to hit spoon,True,False,True,True,True,True,True
5879,10309844035_9,0,0,0,0,0,0,960,how does the man on the ladder stay stable on it,CH,holding wooden ledge,sitting on steps,standing in front of projector,hold the rope,lean over,True,False,True,True,True,True,True
5886,3377976885_1,0,0,0,0,0,0,330,how are the pandas moving from place to place in the video,CH,crawling,push each other,on each others back,cycle around,rolling,True,False,True,True,True,True,True
5896,7064920441_6,0,0,0,0,0,0,2179,where are the people hanging out,DL,living room,computer room,library,kitchen,soccer field,True,False,True,True,True,True,True
5899,6851952624_0,0,0,0,0,0,0,1948,how is the atmosphere changed in the middle,CH,stage became darker,lights switched on,light on the speaker,became brighter,curtains closed,True,False,True,True,True,True,True
5916,13179487404_9,1,1,1,1,1,1,778,how many children are filmed,DC,five,two,four,kitchen,three,True,False,True,True,True,True,True
5929,3540508501_11,4,4,4,4,4,4,1632,what does the man do after getting back the gun at the end,TN,retrieve the ball,put bottle in bag,adjust paper,drink,fire multiple times,True,False,True,True,True,True,True
5936,8245178837_1,0,0,0,0,0,0,2661,what does the lady do while the baby is sitting on the chair,TC,feed baby with spoon,takes a present,shakes the baby,looking around and talking,takes a stuff toy,True,False,True,True,True,True,True
5938,5402233708_0,0,0,0,0,0,0,372,what is being shown in the video,DO,living room,girl in black,christmas,the score,camping place,True,False,True,True,True,True,True
5962,3711711787_6,0,0,0,0,0,0,1001,how did the man get momentum while riding the trapeze,CH,swing his legs,jumping around,turned the handlebars,running behind,man pushes him,True,False,True,True,True,True,True
5970,5031528157_4,4,4,4,4,4,4,1798,why was the boy standing and staring into the glass panel,CW,performing,crying,lecturing,practice dancing,see chicken,True,False,True,True,True,True,True
5981,5530887795_6,0,0,0,0,0,0,2277,why were the two men holding the microphone moving nonstop,CW,performing,give others to speak,working on snowy ground,competition,make it more fun,True,False,True,True,True,True,True
5985,5188348585_9,1,1,1,1,1,1,1453,what did he do at the end of the video,TC,stop dancing,move the glass away,squat down,turn around,solving rubiks cube,True,False,True,True,True,True,True
5990,11277683376_1,0,0,0,0,0,0,531,why did the boy in green look at his card while talking,CW,reading script,dig sand,scared of the pop,to protect from the sun,get the baby s attention,True,False,True,True,True,True,True
5991,7534825518_4,0,0,0,0,0,0,2432,what does the adult do after the boy stops his bike,TN,walk towards the boy,eats sandwich,support bicycle from falling,flips the pages,man helps to balance the bicycle,True,False,True,True,True,True,True
6016,5338232189_5,1,1,1,1,1,1,560,why did the boy in green turn to look at the lady in white on the floor in the middle,CW,pass her something,watched what she unwrapped,get more water,playing the drum,attract baby s attention,True,False,True,True,True,True,True
6031,3439955661_3,0,0,0,0,0,0,462,what is the baby in white feeling,TC,dizzy,annoyed,sad,agitated,no reaction,True,False,True,True,True,True,True
6051,4903593284_7,1,1,1,1,1,1,2697,how did the boy in yellow knew what to say on the stage,CH,ask for help,refer to script,follow screen,look at story book,memorisation,True,False,True,True,True,True,True
6058,2758135371_5,0,0,0,0,0,0,719,why are there so many people standing around,CW,audience,keep warm,playing in snow,for safety,trekking,True,False,True,True,True,True,True
6074,4622742353_2,1,1,1,1,1,1,1320,where did one of the birds go towards the end of the video,TC,jump to another place,fly away,jump around,walk towards the camera,sit down on lap,True,False,True,True,True,True,True
6077,3375064270_2,4,4,4,4,4,4,324,how did the man in checkered shirt protect his ears from the cold,DO,winter clothing,wear winter wear,condensation from mouth,holding on the side,wear hat,True,False,True,True,True,True,True
6081,5176668462_0,0,0,0,0,0,0,519,how did the man in green support himself as he stood up from the slides,CH,hold the bar,using crutches,hold onto another boy,looks behind him,pushed by boy in red,True,False,True,True,True,True,True
6097,6388102299_9,0,0,0,0,0,0,1440,what did the lady do in the end,TC,carry baby on her tummy,looking at book,playing with sticks,texting on phone,pet dog,True,False,True,True,True,True,True
6101,3068792452_0,0,0,0,0,0,0,356,why did the ladies in the aisle hold onto flowers,CW,bridesmaid,attracted towards the toy,hold score for them to refer,her birthday,proposing,True,False,True,True,True,True,True
6104,6973757699_0,0,0,0,0,0,0,365,why is the girl wearing a helmet,CW,cycling,fencing,kayaking,protect eyes from glare,working attire,True,False,True,True,True,True,True
6107,3343269521_1,1,1,1,1,1,1,1858,how did the cat react after peeing,TN,sit down,look into the toilet bowl,move the head,rub the cat,play with it,True,False,True,True,True,True,True
6146,3186134497_6,0,0,0,0,0,0,701,how does the man in jacket signal the camera person to hold on,CH,hand gesture,jump,throw his spectacles,pick up bottle,wave,True,False,True,True,True,True,True
6147,3747890905_6,0,0,0,0,0,0,1152,how does the baby feel after eating the food,DO,happy,baby chair,using fork,person feed,with spoon,True,False,True,True,True,True,True
6187,4544425606_0,0,0,0,0,0,0,806,what is the man doing while holding the bird in his hands,TC,introducing about eagle,drinking from a wine glass,try to dance with the bird,gave bird a ball,psoe for the camera,True,False,True,True,True,True,True
6200,2403087559_4,0,0,0,0,0,0,719,how is the man positioned at the start of the video,TC,standing,bent forward,taking a flight,lying on the ground,jumping,True,False,True,True,True,True,True
6221,3093095651_0,4,4,4,4,4,4,641,why is the man wearing black shirt swinging his arm at the start of the video,CW,holding the microphone,practice boxing,to get the microphone,hand gesture,dancing,True,False,True,True,True,True,True
6222,2481132749_9,4,4,4,4,4,4,671,what did the man in white do after he thrown the disc at the end of the video,TN,stand behind baby,jump,walks down the play area,adjust his shirt,looks at the disc,True,False,True,True,True,True,True
6239,2818950014_0,0,0,0,0,0,0,739,why are the people gathered at the backyard of a house,CW,having a meal,set off firework,playing chessmate,make barbecue,playing hide and seek,True,False,True,True,True,True,True
6240,7564333634_10,1,1,1,1,1,1,510,how did the people move into a line at the end of the video,CH,follow the pipe,move to their positions,stand facing the man,strolls around,shakes their hand,True,False,True,True,True,True,True
6256,5547902371_6,0,0,0,0,0,0,480,what did the boy in blue do after the boy in white stopped at the end of the video,TN,stop running,look at man in black,starts moving left and right,move puppet around,use his phone,True,False,True,True,True,True,True
6262,2488260327_2,3,3,3,3,3,3,1200,what does the girl hold in her hands while resting against the lady,TC,leash,mirror,pin woman s hair,phone,stuff toy,True,False,True,True,True,True,True
6272,5678063296_4,0,0,0,0,0,0,2424,how is the person in green skirt positioned on stage,DO,standing,machine operated,spectacles,move her body,in the dog s mouth,True,False,True,True,True,True,True
6274,3348872437_6,1,1,1,1,1,1,1085,why did the boy in red push the cart backwards in the middle,CW,play with baby,to go forward again,to bite the toy,wants to take waffles,to put more sand at once,True,False,True,True,True,True,True
6288,4630037573_5,0,0,0,0,0,0,541,why did the lady swing her arms,CW,force to hit the ball,spinning wheel,gesturing as she speaks,imitate the baby,push the swing,True,False,True,True,True,True,True
6298,4127483344_6,1,1,1,1,1,1,1362,how many dogs are there,DC,four,two,three,nine,six,True,False,True,True,True,True,True
6301,2956081853_6,1,1,1,1,1,1,540,what does the girl do after the boy opens his mouth in the middle,TN,looks at the toy,open her mouth,smiles,put her legs on the table,cry,True,False,True,True,True,True,True
6308,6388102299_4,0,0,0,0,0,0,1440,what did the lady do when the baby almost fell off the bed,TC,prevent baby from falling,yawn,happy,crying,stands up again,True,False,True,True,True,True,True
6321,3512311005_3,0,0,0,0,0,0,2697,how is the man in beige playing his instrument,CH,moving a stick,speak to microphone,computer,blow at the side,kick the drum,True,False,True,True,True,True,True
6362,8545885849_7,0,0,0,0,0,0,842,what was the boy doing with his right hand as he hit the bottle on the ground at the end of the video,TC,put in his mouth,swing in the video,rub eyes,pick little boy up,railings,True,False,True,True,True,True,True
6374,6885631865_7,0,0,0,0,0,0,676,what is the response of the baby as the person stops rubbing agaist him in the middle,TC,laugh,pick up the bottle,crawl away,hit man on cheek,roll around,True,False,True,True,True,True,True
6376,6447803681_4,4,4,4,4,4,4,2697,how did the baby feel resting beside the lady,TC,angry,focused,sleepy,sad,comfortable,True,False,True,True,True,True,True
6393,6706220611_9,0,0,0,0,0,0,2697,where is the pillow kept,DL,on the floor,crib,kitchen,backyard,forest,True,False,True,True,True,True,True
6406,9667167640_9,0,0,0,0,0,0,1305,how did the dog react to the person s patting,CH,excited,walk behind,wag tail,caress it,by the girls hand,True,False,True,True,True,True,True
6411,7492345390_3,1,1,1,1,1,1,1379,why did the lady looked down at the beginning of the video,CW,adjust shoes,looking at baby,pick up something on the floor,pick up blanket,fidgeting,True,False,True,True,True,True,True
6425,4968786437_5,0,0,0,0,0,0,445,what did the boy do after he turned the steering wheel in the middle of the video,TN,turned the car,started singing again,touch the vacumm clearner,push the toy down,hug girl,True,False,True,True,True,True,True
6436,3046372932_0,4,4,4,4,4,4,2041,what were the other dogs doings as one of the brown dogs put its head out of the box,TC,look at brown dog,get up slightly,shifted its body,attack the black dog,lying down,True,False,True,True,True,True,True
6440,3122140249_8,4,4,4,4,4,4,1614,how does the lady feel while cutting the cake,TC,alert,sad,annoyed,dizzy,happy,True,False,True,True,True,True,True
6455,3933732494_0,0,0,0,0,0,0,992,what is the relationship between the the boy and the lady behind him,DO,parent offspring,colleagues,grandmother,father daughter,siblingsfriends,True,False,True,True,True,True,True
6467,8227806049_3,0,0,0,0,0,0,792,why does the baby close its eyes towards the end,CW,sleeping,do not want to play anymore,man wiping towel on baby s face,making himself comfortable,baby rolling around,True,False,True,True,True,True,True
6504,9072405003_0,1,1,1,1,1,1,448,how did the cat interact with the feather duster,CH,crawls towards it,touch it,bite it,move away from it,lick them,True,False,True,True,True,True,True
6570,8371375957_2,4,4,4,4,4,4,1202,why did the baby move his body when he is trying to eat the noodles,CW,reach for the water,reach for the ball,attract attention,reach for the flower,restless,True,False,True,True,True,True,True
6581,3711711787_9,0,0,0,0,0,0,1001,what is the man attached to while he was on the trapeze,TC,rope,weights,balloons,ball,ball,True,False,True,True,True,True,True
6585,3006009155_0,0,0,0,0,0,0,374,why was the boy in red on the ground at the start of the video,CW,fell over,adjusting the rope,get more food,hold the handle,to adjust his skate,True,False,True,True,True,True,True
6588,9203522308_3,0,0,0,0,0,0,1039,how does the woman reignite the candle in the middle of the video,CH,use lighter,steps onto it,slowly putting them together,pointing her finger,put toy into doll s mouth,True,False,True,True,True,True,True
6589,5372042516_9,0,0,0,0,0,0,843,what did the girl do to the candles while the boy was taking videos,TC,blow them out,take picture of them,throw the trash,pass to adult,bite them,True,False,True,True,True,True,True
6620,3704238156_9,4,4,4,4,4,4,917,how many dogs are there in the video,DC,one,three,five,six,two,True,False,True,True,True,True,True
6661,4544425606_6,4,4,4,4,4,4,806,why did the man look at the eagles frequently as he spoke,CW,to feed the eagle,to hug the eagle,to catch the eagle,pose for the camera,keeping an eye,True,False,True,True,True,True,True
6670,10209170426_6,0,0,0,0,0,0,485,what was drawn on the walls,DO,musical notation,horse,acting,a speech,cameraman,True,False,True,True,True,True,True
6674,8201826598_9,4,4,4,4,4,4,2138,what does the person do before the boy throws the residue in the middle,TP,play with toy,kick a ball,carries a dog,mimic man,show the residue box,True,False,True,True,True,True,True
6678,6160350737_2,0,0,0,0,0,0,1140,why do the two people move their bodies on the stage,CW,playing the guitar,shake off ping pong balls,singalong session,running to line,receive prize,True,False,True,True,True,True,True
6685,12011352464_2,0,0,0,0,0,0,1082,where is this video taken,DL,home,construction site,stage,outdoors,sheltered area,True,False,True,True,True,True,True
6701,2776910060_4,0,0,0,0,0,0,1241,where is this video taken,DL,living room,studio,sheltered area,dancing hall,stage,True,False,True,True,True,True,True
6741,3375064270_0,0,0,0,0,0,0,324,why is the ground white,CW,snow,it is made of marble,it is freshly painted,the dog pushed over a can of white paint on it,mat is white,True,False,True,True,True,True,True
6788,10682218035_0,0,0,0,0,0,0,985,why do the two dogs look up at the end of the video,CW,they smell of the food,tired,sniffing,to pat the dog,wants to play catch,True,False,True,True,True,True,True
6803,5547902371_8,0,0,0,0,0,0,480,why did the boy in blue stop at the end of the video,CW,boy in white stopped,wait for the man,adjust something,ice cream dropped,he lost his balance,True,False,True,True,True,True,True
6831,4522298433_0,0,0,0,0,0,0,585,why does the white dog come towards the cat at the beginning of the video,CW,attack cat,snatch the toy,lick his paws,snatch its food,enter its cage,True,False,True,True,True,True,True
6848,4650731570_4,4,4,4,4,4,4,2025,why did the toy on the baby s chair light up near the end of the video,CW,adult pressed button,signal baby it s lunch time,dog pressed button,cat pressed button,baby pressed button,True,False,True,True,True,True,True
6859,3522190635_3,0,0,0,0,0,0,1068,why is the person with red jacket kneeling beside the baby,CW,wants the baby to play,feeling warm,biting it,get closer to the ground,resting,True,False,True,True,True,True,True
6869,4978371835_4,4,4,4,4,4,4,780,what is the man doing while baby on the swing,TC,smoking,stand and take video,laughing,sit on another swing,hold and swing baby gently,True,False,True,True,True,True,True
6883,5498789102_4,0,0,0,0,0,0,873,how is everyone feeling while celebrating birthday in the living room,TC,happy,disgusted,sleepy,angry,upset,True,False,True,True,True,True,True
6887,7587067930_4,0,0,0,0,0,0,735,where is this video taken,DL,living room,speech event,mountain,dining table,playground,True,False,True,True,True,True,True
6909,6993049783_5,4,4,4,4,4,4,1322,how many vehicles are in the video,DC,five,eleven,one,nine,two,True,False,True,True,True,True,True
6914,2733959191_0,0,0,0,0,0,0,2697,why are flashes seen here and there throughout the whole video,CW,photo taking,entertain baby,fill the tub,stage light,bar atmosphere,True,False,True,True,True,True,True
6924,2419603277_3,0,0,0,0,0,0,2238,why is the man in dark blue putting up his palm near the start of the video,CW,hand gesture,his turn to play,holding onto the rope,look at his watch,calling for help,True,False,True,True,True,True,True
6925,8105331297_0,0,0,0,0,0,0,1225,why did the baby look at the lady as she plays the piano at the end,CW,smile at her,pose for the camera,want lady to carry him away,lady make funny faces,for milk,True,False,True,True,True,True,True
6941,7712814656_3,0,0,0,0,0,0,1003,how does the girl move the car after getting out of it,CH,pushes it,kick it,pull the wheels,use remote controller,pull rope,True,False,True,True,True,True,True
6945,9046447320_5,4,4,4,4,4,4,373,how does the woman feel while talking to the man in brown,TC,afraid,sad,uncomfortable,nervous,happy,True,False,True,True,True,True,True
6953,6819760548_1,0,0,0,0,0,0,1009,why did the ladies bend forward,CW,get in the car,bow to audience,catch a bal,pet the dog,play with baby,True,False,True,True,True,True,True
6984,9021358194_2,0,0,0,0,0,0,2340,why did the boy walk to the chair,CW,to sit down,adjust it,learning how to walk,to reach towards the woman,play with dog,True,False,True,True,True,True,True
6998,2486475553_4,0,0,0,0,0,0,1315,what does the man do as the dog runs,TC,guide dog while running,get food,walk away,throw ball,follow another adult,True,False,True,True,True,True,True
7006,12257884095_6,0,0,0,0,0,0,589,how did the girl in black react to the girl in grey leaning towards her,TC,smile,talks to the woman in red,get up,pick up blue object,put it somewhere else,True,False,True,True,True,True,True
7010,2676529856_0,0,0,0,0,0,0,1242,what is the baby holding on his left hand,DO,a toy,silver box,parent offspring,twins,pram table,True,False,True,True,True,True,True
7062,2932961019_5,0,0,0,0,0,0,717,where is this happening,DL,living room,karaoke room,kitchen,backyard,home,True,False,True,True,True,True,True
7068,4417481754_3,0,0,0,0,0,0,2010,how does the lady in blue pose when the camera is filming her,CH,raise her glass and smile,wave,making different faces,make a sad face,frown,True,False,True,True,True,True,True
7071,4751951497_2,0,0,0,0,0,0,807,why are the kids sitting down,CW,talking to each other,hit the toy to the ground,look at the cow,eating,check the baby,True,False,True,True,True,True,True
7081,5602364659_7,0,0,0,0,0,0,1803,how many rounds does father give to the baby,DC,two,six,twelve,eleven,twice,True,False,True,True,True,True,True
7082,9528960175_8,0,0,0,0,0,0,4500,what did the person do after the child struggled to hold the cup in the middle of the video,TN,move the cup upright for baby,talk,squeeze it in mouth again,pick up the ball,get back up,True,False,True,True,True,True,True
7090,3835096097_5,0,0,0,0,0,0,528,what does the thinner man do after pushing the fatter man for a while in the middle of the video,TN,stop pushing,eating chocolate,stand up,ran away,fell,True,False,True,True,True,True,True
7092,3485555298_0,1,1,1,1,1,1,855,why did the lady wear a helmet,CW,flying fox,cycling,roller skating,construction worker,skiing,True,False,True,True,True,True,True
7093,7730642486_6,1,1,1,1,1,1,912,why did the cat that moved to the red bowl bent forward to the red bowl,CW,reach for girl in red,want to eat,cleaning itself,to attack toy,smell the paper inside,True,False,True,True,True,True,True
7103,6074900172_3,0,0,0,0,0,0,1108,what does the man do after stopping the aircraft,TN,walk towards the aircraft,changes direction,smiles,scratch his head,take drink from cup,True,False,True,True,True,True,True
7119,2603758280_3,4,4,4,4,4,4,1846,what happens to the man and lady after they ran forward,TN,wipe her face,flip the pages,walks out,moved his head too,paraglided,True,False,True,True,True,True,True
7147,6339181867_2,0,0,0,0,0,0,1843,what is the relationship between the kid and the boy standing outside,DO,siblings,team mates,friends,colleagues,teacher student,True,False,True,True,True,True,True
7153,3593365697_1,4,4,4,4,4,4,312,why does the man with denim jacket nods his head near the end,CW,he was mimicking the dog,someone hit his head from behind,headache,listening to music,agree on something,True,False,True,True,True,True,True
7175,3739319683_7,0,0,0,0,0,0,2548,what did the lady with apron do after putting something into her shoe,TN,flipped the shoe over,puts it on blue girl s head,happy,moves her finger,talk to the man in black,True,False,True,True,True,True,True
7179,3134608824_2,0,0,0,0,0,0,1019,why did the girl twirl round and round in the kitchen at the end of the scene,CW,playing,shaping the dough,show her skirt,follow the dog,looking for items,True,False,True,True,True,True,True
7182,4823383982_1,4,4,4,4,4,4,1743,why does the lady in striped make the kid sit on ther lap in the beginning,CW,gesturing,acting,dancing,to stop the car from hitting,stop her from touching cake,True,False,True,True,True,True,True
7197,6423866251_10,0,0,0,0,0,0,528,why does the woman turn so many times,CW,part of the dance routine,having fun,enjoying something,playing with baby,express something,True,False,True,True,True,True,True
7203,6885309190_0,4,4,4,4,4,4,525,how did the baby ensured he does not stain his shirt,CH,napkin,kept in feeding chair,has mat around him,woman put on jacket,bib,True,False,True,True,True,True,True
7214,5866947362_6,0,0,0,0,0,0,1536,how is the man in brown feeling while reading with the girl,TC,happy,restless,annoyed,nervous,afraid,True,False,True,True,True,True,True
7217,6339181867_8,1,1,1,1,1,1,1843,where is this video taken,DL,snow mountain,bedroom,speech event,lake side,sea,True,False,True,True,True,True,True
7229,5499561130_9,4,4,4,4,4,4,2697,how are the man and boy interacting with each other,CH,dad push toy train,man carries boy,sitting on table,jump around,dancing together,True,False,True,True,True,True,True
7237,3653430541_4,1,1,1,1,1,1,384,why are the men dressed in similar attire,CW,protect from sun,hiking outfit,performing,meeting,siblings,True,False,True,True,True,True,True
7250,4544425606_5,0,0,0,0,0,0,806,what is the man doing with his right hand as he talked,TC,hand gestures,take a book,take microphone,drinking from a bottle,takes the glasses off,True,False,True,True,True,True,True
7263,6317085607_6,1,1,1,1,1,1,2020,what does the audience in the front do at the end of the speech,TC,taking video,applause,pass microphone to next person,hug and dance,drink the cup,True,False,True,True,True,True,True
7277,5499561130_8,0,0,0,0,0,0,2697,why was the boy on the floor at the end of the video,CW,fell down,looking at the view,play with dog,help girl find something,look at the boy touching him,True,False,True,True,True,True,True
7281,9297698436_1,0,0,0,0,0,0,2803,what is the response of the baby as the lady massages his stomach at the start,TC,open her mouth,leave them faced upwards,dips her ladle in,move hands into water,kiss baby cheeks,True,False,True,True,True,True,True
7296,4978371835_3,0,0,0,0,0,0,780,how did the man make sure that the baby is safe,CH,stand behind and hold baby,put baby on his lap,strap baby to body,put helmet on baby,use buoys,True,False,True,True,True,True,True
7303,2546605444_6,0,0,0,0,0,0,902,how does the baby react to the toy,TC,smile,jump,playing with the toy,kick legs,ride toy car,True,False,True,True,True,True,True
7318,4265336268_2,0,0,0,0,0,0,807,why does the man playing the guitar move his head in between,CW,engrossed in music,feeling restless,adjust his posture,gaining attention,avoid the flying frisbee,True,False,True,True,True,True,True
7359,2513624400_6,0,0,0,0,0,0,2697,what did the baby do after the lady took out the pacifier,TN,suck on it,clean baby s feet,lost balance,continue feeding,wears clothes,True,False,True,True,True,True,True
7386,5864047618_9,1,1,1,1,1,1,562,where is this happening,DL,in the day,field,performance practice,mountain,restaurant,True,False,True,True,True,True,True
7399,3121452683_0,1,1,1,1,1,1,831,what is the relationship between the man and the lady,DO,grandparent offspring,couple,colleagues,team mates,parent offspring,True,False,True,True,True,True,True
7418,6516498145_0,4,4,4,4,4,4,599,what does the lady do as the girl sits on the sofa,TC,playing with phone,relaxing on couch,sitting,shakes her waist,show girl cards,True,False,True,True,True,True,True
7453,4046784335_2,0,0,0,0,0,0,2697,what did the lady in purple do after she finished applying her lipstick,TN,keep the lipstick away,smile,dance and raise arms,pet the dog,walk away,True,False,True,True,True,True,True
7514,5263448487_8,1,1,1,1,1,1,2139,what does the woman do after picking up a different instrument near the middle,TN,caress the dog,play the instrument,playing with the piano,put down her baby,adjust ropes,True,False,True,True,True,True,True
7515,6279934011_0,0,0,0,0,0,0,1817,how is the girl talking,CH,moving mouth,megaphone,to her phone,use a microphone,into a toilet roll,True,False,True,True,True,True,True
7546,4771022581_2,4,4,4,4,4,4,2070,why did the baby hold onto the box before she stands up,CW,gesturing to man,make him sit,wants to play with water,ask the dog to come in,help him stand,True,False,True,True,True,True,True
7564,4637735271_6,4,4,4,4,4,4,906,what was the man in spectacles doing,TC,joking around,kayaking,riding the atv,take video,look at baby,True,False,True,True,True,True,True
7570,8870296245_6,1,1,1,1,1,1,521,how do the little pigs feed themselves,TC,lie in puddle,sunk the milk from the mother pig,stare at cat,put into mouth again,lick baby,True,False,True,True,True,True,True
7597,3348872437_4,0,0,0,0,0,0,1085,what was the boy in blue doing as the boy in red pushed the cart backwards,TC,sitting in the cart,move his hands to other chair,point at the trucks,put waffles into mouth,climb up the stairs,True,False,True,True,True,True,True
7598,7823823944_3,0,0,0,0,0,0,1233,what did the dog do as the man in white walked away,TC,follow him,raise hand,reach out for the dog,tried to play with the cat,sniffing the man,True,False,True,True,True,True,True
7615,3819750158_7,0,0,0,0,0,0,1302,why does the boy turn his body while pointing at the car brand,CW,look at camera,to sit down,to lie down,to touch the wall,dancing,True,False,True,True,True,True,True
7622,8652286448_7,0,0,0,0,0,0,1215,how many animals can be seen,DC,two,nine,one,four,three,True,False,True,True,True,True,True
7624,8900428927_8,4,4,4,4,4,4,308,how was the elephant massaging the boy,CH,kiss the boy,jump up,lie down on back,lie face down,use trunk,True,False,True,True,True,True,True
7638,9304080249_3,0,0,0,0,0,0,322,where is the toddler hanging out,DL,living room,staircase,classroom,along a pathway,at a park,True,False,True,True,True,True,True
7640,6996441724_0,0,0,0,0,0,0,1464,why is the lady in green reading the book to the boy,CW,he can not read,colouring the book together,engaged in colouring activity,try to get baby to read,get the boy to sleep,True,False,True,True,True,True,True
7663,4641631235_7,1,1,1,1,1,1,1605,what did the lady do after they finished playing the piano,TN,drive away,take music sheet,turned back to look,cry,cat gives the paw,True,False,True,True,True,True,True
7669,6224708185_6,0,0,0,0,0,0,2084,what does the camel on the left do after turning towards the moose,TN,smell the moose,stay still,start moving zig zag,sniff the squirrel,lie down on ground,True,False,True,True,True,True,True
7671,3557601110_6,0,0,0,0,0,0,305,what does the man in black do as the bike rider passes by him,TC,take photo,says something,stop talking and look at him,check something on the pillar,look at man in grey,True,False,True,True,True,True,True
7675,2758300055_0,1,1,1,1,1,1,1473,how are the two kids related,DO,school mates,siblings,classmate,friends,classmates,True,False,True,True,True,True,True
7707,2574703259_0,0,0,0,0,0,0,2697,why does the baby move his legs vigourously,CW,excited,playing,dancing,man shaked him,fidgeting,True,False,True,True,True,True,True
7715,5306556049_10,0,0,0,0,0,0,2232,where is this video taken,DL,home,road,along the streets,playground,night club,True,False,True,True,True,True,True
7722,3702630327_11,0,0,0,0,0,0,347,what color is the outside of the boat,DO,red,yellow,white and red,red and white,beige,True,False,True,True,True,True,True
7751,3655493767_3,0,0,0,0,0,0,615,why is there a man in grey pants that has a different colour shirt from the players,CW,referee,chef,cleaner,journalist,passerby,True,False,True,True,True,True,True
7781,4794935391_5,0,0,0,0,0,0,430,what did the lady in red do after she picked up the spoon on the table,TN,scoop icecream,looked at the cow,touch the dog,shopping,jump up and down,True,False,True,True,True,True,True
7812,4015487071_5,1,1,1,1,1,1,614,where is this video taken,DL,mountain,conference room,playground,dining table,lake,True,False,True,True,True,True,True
7821,3060640279_1,4,4,4,4,4,4,790,why did the kid and the man started laughing near the end,CW,get to hit pinata,surprised camera came nearer to him,physiological arousal,happy playing with toys,funny thing happened,True,False,True,True,True,True,True
7840,2440996945_10,1,1,1,1,1,1,1952,what was the child holding at the beginning of the video,TC,hat,a toy,helmet,spoon,shells,True,False,True,True,True,True,True
7842,5478970215_3,1,1,1,1,1,1,313,why did the lady nearest to the camera tuck both her hands inside her pants pocket,CW,waiting for someone,posing,taking a tissue,taking out hairpin,cleaning her pockets,True,False,True,True,True,True,True
