,qid,ATP,answer,EIGV,HGA,IGV,VGT,frame_count,question,type,a0,a1,a2,a3,a4,all_correct,all_wrong,ATP_correct,EIGV_correct,HGA_correct,IGV_correct,VGT_correct
7432,7477913592_8,2,1,2,2,4,3,1273,why is everyone watching the woman holding the book,CW,watching her perform on stage,listening to her,read to boy,interacting with each other,look her plait,False,True,False,False,False,False,False
7433,7331895158_8,2,0,3,3,0,2,359,how does the hoop get held in the pool,CH,lady holding with left hand,man holding with left hand,secured with rubber float,held by the lady,pulled by rope,False,True,False,False,False,True,False
7442,5194023015_1,0,1,0,0,0,3,1125,why are the woman in red and the woman in white holding their microphones at the side at the start,CW,singing,waiting for their turn,hosting a game show,making their speech,to pass it to men in suit,False,True,False,False,False,False,False
7455,3210170020_0,1,4,0,1,0,1,1356,why is the lady seated in front of the computer,CW,typing,control the music,resting,to play with the baby,on video call,False,True,False,False,False,False,False
7460,10495085476_8,0,1,0,0,0,0,918,what did the man do after he kneeled down at the end of the video,TN,stand up,hug boy,look at the santa claus,stop dancing,walk away,False,True,False,False,False,False,False
7461,8617546237_10,2,0,1,1,4,1,679,which part of the house are the people at,DO,kitchen,coworkers,bedroom,a conference of leaders,team member,False,True,False,False,False,False,False
7462,4593026716_0,0,1,4,4,0,0,720,why did the baby stick out her tongue when she is beside the table,CW,taste candy,taste snow,push food back in the mouth,tired,eating the food,False,True,False,False,False,False,False
7468,2777021212_6,3,4,0,0,0,3,748,what happens to the target on the right near the end,TC,moves forawrds,moves towards camera,fly off,drops to the floor,moves backward,False,True,False,False,False,False,False
7474,4511691550_7,3,2,3,1,4,3,1971,what did the man do after touching the girl s hand near the middle of the video,TN,look at the camera,smile,bend down to pick up balls,touch the bat,throw balls away,False,True,False,False,False,False,False
7478,7158973140_8,0,2,0,0,0,0,641,how did the baby hold the toy in place in her mouth,CH,hold with both arms,lady feed baby the toy,bite one side of the toy,flip the toy around,push it with his hands,False,True,False,False,False,False,False
7486,5678689001_8,2,4,1,2,4,1,720,what did the man in white shirt do before the dog jumped on him,TP,started talking and move hands,walk away,kiss dog,jump up,turn around,False,True,False,False,False,True,False
7487,5849071543_4,3,1,3,4,4,3,1102,what did the lady in black do when the camera point to her near the end of the video,TC,touch eye,does hand gesture,stop and listen to music,raise arms to pose,said something,False,True,False,False,False,False,False
7491,8469860079_3,2,4,0,0,4,0,1448,why are the four kids dancing around the benches,CW,striking a pose,start singing,watching performance,excited for picnic,following the script,False,True,False,False,False,True,False
7492,5276779893_0,0,4,3,3,0,0,1404,why is the lady in black gesturing number signs,CW,hand gesture,talking to them,to speak,sign language,show different actions,False,True,False,False,False,False,False
7493,5524185835_0,0,3,0,2,4,2,797,what does the lady in blue do after walking across the stage,TN,play the drum,search the bag,step backwards,stretch out hand,stretch her feet,False,True,False,False,False,False,False
7495,4452638970_7,1,0,4,1,0,1,540,what does the man do after passing the boy the paper,TN,give him a golden pin,picks it up,look at the girl s phone,stretch out his arms,use his phone,False,True,False,False,False,True,False
7496,4220621763_3,4,2,1,1,3,1,1338,why does the dog wear a collar on its neck,CW,prevent running away,it is owned,show it s domestic,owned by ownder,prevent dog from escaping,False,True,False,False,False,False,False
7500,2881352518_0,1,4,1,1,0,0,1999,why did the lady wriggle her toes near the end,CW,tripped,someone asked her to do that,finish playing guitar,check where to put,posing,False,True,False,False,False,False,False
7510,3485338448_1,1,0,4,4,4,2,660,how did the baby feel when the man is blowing into the baby s belly,TC,find it funny,enjoyable,tired,awkward,alert,False,True,False,False,False,False,False
7512,5359417762_5,0,1,0,0,0,4,614,what did the boy do when the cake was brought closer to him,TC,touch the cake,blow,put into his mouth,run away,grab the candles,False,True,False,False,False,False,False
7522,3383323177_0,0,1,0,0,0,0,1785,why is the man holding baby in his hands,CW,carrying her,show baby in video,make the baby calm,playing with baby,play with him,False,True,False,False,False,False,False
7526,4135845237_5,2,1,4,2,0,2,1389,how did the person react after the boy stretch out his hand for the first time,TN,kiss him,hand over the toy,hold his hands,open the box,hug the boy,False,True,False,False,False,False,False
7531,9297698436_0,2,4,2,0,4,2,2803,what does the lady do after the baby closes his mouth at the start,TN,lean forward and touch table,push trolley,clap the baby s hands,sits down,adjust the baby s shirt,False,True,False,False,False,True,False
7533,13179487404_7,3,4,2,3,4,1,778,why did the girl stretch her hand out to the boy at the end,CW,playing with the baby,to adjust trolley,for support,boy passing back panda,blow bubbles,False,True,False,False,False,True,False
7547,4914358389_2,2,3,0,2,3,2,1348,how did the dog bring back the ball,CH,wrap ball with tail,move with its nose,dribble the ball,put in mouth,pose with racquet,False,True,False,False,False,True,False
7550,8625406771_2,3,2,3,3,3,3,1466,why does the dog move from one place to another,CW,chasing the other dog,looking for his toy,catch constantly rolling ball,running on the grass,looking for his partner,False,True,False,False,False,False,False
7552,4642870129_8,1,3,4,4,0,2,356,how did the boy control the direction of the bicycle,CH,push using legs,pull it back onto path,remote controller,controlling the handle,pedal wheels,False,True,False,False,False,False,False
7554,5475182274_8,2,1,2,0,0,2,1786,what is the girl playing with throughout the video,DO,baby doll,frying pan toy,toy car,sand,seashells,False,True,False,False,False,False,False
7561,2517097455_11,1,4,1,2,0,2,1590,how does the boy keep himself balance while standing on one leg near the beginning,CH,hold the lady s arm,hold the table,spread his legs wide apart,hold the rope,spread out arms,False,True,False,False,False,False,False
7566,2825594207_0,4,3,0,0,0,4,719,how did the solo performer at the end get onto the stage before his solo,CH,climb on,touch the screen,appear with guitar,carried by another man,turn a somersault,False,True,False,False,False,False,False
7567,2639154995_6,3,2,4,3,1,4,689,how do the people view the fireworks,CH,sitting in a circle,with their phones,stand at a high place,the girl blew them out,shot the balloons,False,True,False,False,False,False,False
7568,6038769080_6,2,0,2,2,4,2,640,what did the lady in pink do after picking up the brush at first,TN,move it on the egg slowly,collect something from host of house,pick up more brushes,touch the baby s chin,drops the pink package,False,True,False,False,False,False,False
7575,10278239024_8,2,0,2,2,4,2,1218,why did the baby look up in front of the sofa,CW,listening to the boy in green,for fun,interested,to read the book,for baby to crawl,False,True,False,False,False,False,False
7578,7158973140_0,1,3,1,1,4,1,641,why is the baby lying down,CW,want to be bathed,sleeping,feel ticklish,playing with toys,going to sleep soon,False,True,False,False,False,False,False
7582,4181802718_4,1,0,1,1,0,1,2520,how does the woman in white get dressed,CH,woman in black dresses her,wear kimono,wipe his mouth,talking,hair band,False,True,False,False,False,True,False
7586,9528960175_3,1,4,1,1,0,1,4500,why did the child move his arms,CW,dancing around,stretching his arms,holding adult s hand,throw tantrum,to grab the cup,False,True,False,False,False,False,False
7588,6320611157_6,0,3,0,0,0,4,2220,why is there a string attached to the microphone that the boy is holding,CW,for boy to hold,in case boy drops it,he is performing a show,provide electricity,prop for acting,False,True,False,False,False,False,False
7594,6257273545_1,4,0,4,4,4,1,2697,how did the lady ensure the man does the meditation properly,CH,demonstrate,read instructions to him,cycle,push his body,hold his hand,False,True,False,False,False,False,False
7595,3759139293_3,2,1,2,4,1,2,416,how does the baby get food stain around his mouth,CH,mimicking the lady,burp while being fed,wear a bib,hands,picking up using his hand,False,True,False,False,False,True,False
7608,13179487404_2,4,0,4,4,4,4,778,how does the boy transport himself around the area,CH,cycle,man carry,sit on car,on skateboard,trolley,False,True,False,False,False,False,False
7609,5481728773_6,4,0,4,4,0,4,1002,how does the lady keep her clothes clean,CH,wear apron,wear protective gear,pull over jacket,stand behind glass door,wear bib,False,True,False,False,False,True,False
7610,5412696114_6,4,2,4,0,4,0,741,what happens to the baby when it tries to reach forward,TC,waddles up and down,holds by mother,fell on belly,he cries,the girl pull the baby back,False,True,False,False,False,False,False
7621,3375723261_2,1,0,3,3,0,3,2314,why is the man in black clap his hand at the end,CW,enjoy the music show,excited,tell the lady something,express the music beat,posing,False,True,False,False,False,True,False
7627,8617869131_0,1,4,1,1,4,2,926,why does the boy riding the horse tap his feet at the beginning,CW,curious,to move it,guide the horse,part of the outfit,make horse stop,False,True,False,False,False,True,False
7630,3747186945_12,2,4,2,2,4,2,1179,how many people are involved in the video,DC,one,four,two,five,three,False,True,False,False,False,True,False
7634,4625256813_7,2,3,2,2,0,0,725,what trick is the man performing while on the skateboard,TC,flip the skateboard,go up high,card tricks,making a turn,hit the water bottle,False,True,False,False,False,False,False
7635,4873868719_4,2,3,4,2,0,0,2069,why did the man bend down in the middle of the video,CW,plug the grass,to clean his legs,to pull off the shoe,talk to baby,to pick up ball,False,True,False,False,False,False,False
7636,4497829146_2,3,2,0,1,1,0,810,how does the child get into crawling position in the middle of the video,DO,lady support,boy help,move hands forwards ground,jump off from the table,put it on a grey toy,False,True,False,False,False,False,False
7639,5306556049_9,4,1,4,4,0,4,2232,what are the toys,DO,toy keyboard,animals,paper,toy car,toy robot,False,True,False,False,False,False,False
7644,6827449094_5,4,3,2,2,4,2,2697,how did the boy react when he needs the person behind the camera to move for him to drive forward,TC,push bike,jump into water,pedal faster,horn and raise his hands,throw frisbee,False,True,False,False,False,False,False
7650,6663770743_0,1,2,1,1,4,1,1521,how does the lady protect her hand from the claws of the bird,DO,wrap with cloth,hold carefully,wear glove,wrap with sponge,use a stick,False,True,False,False,False,False,False
7654,5131508387_6,2,3,2,2,4,2,1488,why does the person holding the stick with ribbons put the stick down at the end of the video,CW,take photos,carry bottle,get cat s attention,stop playing with cat,filming,False,True,False,False,False,False,False
7656,4758751564_0,2,4,2,2,4,2,360,why is the water projected at such great heights when the speedboats speed past,CW,tsunami,man jumped into the water,wave currents,to catch the wave,force by boat,False,True,False,False,False,True,False
7658,2732002300_0,3,1,3,3,4,3,666,why are the people skiing wearing heavy clothing,CW,football player,keep warm,windy,winter,carry their stuff,False,True,False,False,False,False,False
7666,5219491835_4,2,1,2,2,1,2,705,how is the baby feeling resting in the pram,TC,sweaty,uncomfortable,happy,excited,enthusiastic,False,True,False,False,False,True,False
7673,5542785759_1,4,0,4,4,4,4,645,why did the lady in black hold the spoons,CW,to take it away,playing with dog,cutting cardboard,costume set,to finish ice cream from spoon,False,True,False,False,False,False,False
7674,8696216243_10,4,0,4,2,1,4,890,how many people are involve din the video,DC,four,five,one,eight,three,False,True,False,False,False,False,False
7679,3089060111_2,2,3,2,2,1,2,940,why did the baby release the toy from his mouth and hover it above the air vent,CW,because its heavy,playful,try to reach for the toy,blow dry the toy,sleepy,False,True,False,False,False,False,False
7685,3223951946_2,1,4,0,0,0,2,474,why does the woman slap the man in red s hip side,CW,ask man to move away,encourage him to run,suggest the man to jump,taking revenge,pretend to ride horse,False,True,False,False,False,False,False
7688,2488260327_1,0,4,0,0,0,0,1200,how is the baby held,CH,in her arms,cradle hold,crawl forward,dad carry baby s body upright,held against the lady,False,True,False,False,False,False,False
7691,2814476910_1,3,0,3,3,4,4,711,why did the purple shirt man raise his hands towards the baby when the baby is looking at him,CW,maintain balance,ceremonial purposes,check man s reaction,hold baby hand,play,False,True,False,False,False,False,False
7693,2662773013_4,2,3,2,2,4,2,975,how are the man and woman drinking directly from the box,CH,turns it over,direct the straw,drinking it,open switch,lift tab ring,False,True,False,False,False,False,False
7694,5264359909_2,4,0,1,4,0,4,1950,how does the man split the brick into two halves,CH,use mallet to hit,use a diamond cutter,with a axe,throw from high building,throw another brick on brick,False,True,False,False,False,True,False
7704,5264359909_5,0,1,0,0,0,3,1950,how does the man in black jacket respond after the man holding the mallet started drawing lines on the brick,TN,claps,bring up his camera,drink water,take selfie with man with mallet,pick up a paper,False,True,False,False,False,False,False
7710,11558755515_8,4,1,4,4,0,4,769,why did the man touch the big dog,CW,to pet it,to pat it,wants to get pet,show his affection,show affection,False,True,False,False,False,False,False
7712,4177367968_5,4,2,0,0,4,0,1095,what did the man do after he looked at the camera,TN,make faces,take out the fish from rod,change his position,smile and talk,smiled and waved,False,True,False,False,False,False,False
7728,6824389173_0,1,2,3,3,0,3,533,what is the hair colour of the kid wearing a striped t shirt,DO,black,brunette,blonde,red,white,False,True,False,False,False,False,False
7732,3765087719_6,3,4,3,3,1,3,2165,how are the blonde girl play her instrument,CH,hit with stick,blow,with a ribbon,hit with fingers,plug the strings,False,True,False,False,False,False,False
7743,3702630327_2,2,3,0,2,4,2,347,why does the man throw the paddle sticks away towards the end,CW,come out of the slides quickly,bury it,dangerous to cut near people,to put it somewhere,wave hit him,False,True,False,False,False,False,False
7747,9667167640_3,1,3,1,1,4,1,1305,why did the dog stick his tongue out when it was on the human s lap,CW,seek attention,excited,show his affection,want to lick man,getting fur shaved,False,True,False,False,False,False,False
7748,2621535368_3,0,3,0,0,0,0,963,how did the man placate the baby,CH,move baby s hands,carry him,talk,give the toy back,put baby on lap,False,True,False,False,False,False,False
7749,5263448487_0,3,2,3,3,0,0,2139,why does the man in orange hit the pan,CW,to bend it,to clear fire from building,making music,to clean te soot,to dig a hole,False,True,False,False,False,False,False
7754,4784858772_3,1,4,2,2,4,2,809,why did the woman with white scarf move her hands while the shirtless man is dancing,CW,cover her eyes,put on man s face,man lift her arms up,to take her glasses,enjoying,False,True,False,False,False,True,False
7759,6859440284_4,3,4,2,2,4,3,501,how does the girl guide the dog,CH,use laser pointer,using food,with a stick,leash,holding the dog s collar,False,True,False,False,False,True,False
7762,4127483344_2,2,0,2,2,4,2,1362,how does the dog waiting beside the rock get the stick,CH,take from other dog,lady gave it to him,pick up it from the ground,man gave it to him,the other dog threw it away,False,True,False,False,False,False,False
7764,3769768941_1,3,2,3,3,1,3,666,what do the dogs do after the ball was thrown at the start,TN,bring to the person,chase,chase after ball,ran after it,white dog,False,True,False,False,False,False,False
7770,5396384503_4,2,3,2,2,1,2,345,how many ducks in total appear in the video,DC,eight,one,two,four,six,False,True,False,False,False,False,False
7773,4885355005_8,3,2,3,3,4,3,632,why are there cars moving behind pavillion,CW,someone pressed a button,its raining heavily and dark,highway,parking lot,factory,False,True,False,False,False,False,False
7775,6801869574_4,3,4,3,3,4,2,600,why does the man stop for a while in the middle of the video,CW,change something on screen,swing cloth,switch positions with other man,taking a break,looking at baby,False,True,False,False,False,True,False
7777,4421898163_5,3,2,4,4,4,3,757,what did the baby do after he turned back when he entered the room,TN,bounce up and down,turning it,continue pushing,look at woman,walk to the sea,False,True,False,False,False,False,False
7779,4839003204_4,4,0,4,4,4,1,578,what did the lady in blue do when she turned to her right again near the end,TC,wipe eyes,starts singing,sit on stairs,stands on the table,look at ceiling,False,True,False,False,False,False,False
7785,2405004230_8,3,2,1,1,1,1,1710,why did the lady with the headset pass the torches to the lady on the left side,CW,adjust to make boy blow candle,curious why girl in red go left,to get down safely,demonstrate how to drink,food is boiling,False,True,False,False,False,False,False
7788,2967931618_6,2,0,2,2,1,2,419,where is this happening,DL,residential area,hiking,park,in the sea,in the desert,False,True,False,False,False,False,False
7790,3350068648_5,3,4,1,3,4,3,687,what did the two men in blue do when the man in black was using his phone,TC,sit on couch,continue to walk,looking at the desktop,look at camera,run past,False,True,False,False,False,True,False
7792,9048165540_2,2,3,2,2,4,2,1920,how did the man in white manage to push the man in black backwards while fencing,CH,wear steel face cover,rod,while standing,touch the chest,pulling the rope,False,True,False,False,False,False,False
7799,5478970215_4,1,0,1,1,4,4,313,why is the lady in white moving her lips as she stood at the side,CW,talking to cameraman,wiping her lips,drinking water,making her speech,shivering,False,True,False,False,False,False,False
7806,12532492544_4,1,3,1,1,4,1,570,how are the birds moving on the plank,CH,beak to the ground,flying around,show off wings,jumping,peck,False,True,False,False,False,False,False
7807,9231896269_8,4,0,2,2,1,4,434,what does the dog do when the man approaches it in the beginning,TC,look up,showering it,sit down,swimming,grab the mouth,False,True,False,False,False,False,False
7808,3584252430_5,1,4,0,1,0,0,345,how do they warm up,DO,wear thick clothings,wear sweater and jacket,heater,winter clothing,stretch hands out,False,True,False,False,False,False,False
7809,7473257354_6,4,3,1,4,4,4,918,how many people are taking photos,DC,four,three,five,one,two,False,True,False,False,False,False,False
7814,2744507539_0,2,4,2,2,4,0,603,why does the man in red suit wearing a helmet,CW,tourist,manage the balance,cycling stunt,skiing,parachuting,False,True,False,False,False,True,False
7816,6981148970_2,0,3,0,0,0,0,1225,how does the boy feel reading the book with the woman at the end of the video,TC,happy,very bored,sleepy,interested,irritated,False,True,False,False,False,False,False
7819,8277579351_6,3,2,3,3,1,3,1036,what did the big dog do after letting the toy go at the middle,TN,fell over,looking around,look at small dog,throw the toy,sniff it,False,True,False,False,False,False,False
7823,2574374895_1,2,3,2,2,4,4,719,what did the baby do when the cup dropped on the floor in the middle,TC,touch a rabbit toy,turn around,lift it up,crawl to pick it,moved away from the cup,False,True,False,False,False,False,False
7824,4561357748_8,4,3,2,2,4,2,468,why were the man s arms stretched out,CW,do arm wrestling,push toy train,to shoot,exercise,stop the taxi,False,True,False,False,False,False,False
7835,3223951946_8,3,2,3,3,4,3,474,why did the woman lift her left arm while slapping the man s back,CW,take the disk file,reach for the soda,injured,pat the man s head,finish drinking the beer,False,True,False,False,False,False,False
7838,8392813576_9,1,2,1,1,4,1,300,how many people are involved in the video,DC,six,two,three,five,one,False,True,False,False,False,False,False
7841,2623764605_3,3,0,3,3,4,3,1140,what was the black cat doing as the grey lied down at the start,TC,lick,put it on boy in red,jump off cupboard,looking around,touch the glass,False,True,False,False,False,False,False
7844,10985344225_4,1,0,3,1,0,3,2518,why does the person in the blue headgear move away from the person in the pink hat,CW,go elsewhere,stand further,to move to man in white,stop the mechanism,to carry boxes,False,True,False,False,False,True,False
7848,2482233944_1,3,1,3,3,4,3,2697,why are the two man in black talking in the kitchen in darkness,CW,waiting for something to happen,lights not on,for fashion,get calling,fun activity,False,True,False,False,False,False,False
7854,2416632400_4,3,0,3,4,4,2,988,what does the man carrying a black bag do after the train door opens at the end,TN,gets down,talk into microphone,push train,walked in,rub his eye,False,True,False,False,False,False,False
7855,5965267539_11,0,3,0,0,4,0,2697,what colour was the cutter near the hair of the boy in red,DO,red,purple,blue,white,yellow,False,True,False,False,False,False,False
7860,2779340329_1,0,1,3,0,0,3,915,why did the man in white take off the cap from the boy wearing red,CW,let him play with it,indoors,show another action,assist the boy,to take photo,False,True,False,False,False,False,False
7861,2481132749_8,4,2,4,0,0,4,671,why is the man in white looking in front of him while moving his hand,CW,taking photos,react to camera,aiming to throw,put microphone in front,see where the ball is falling,False,True,False,False,False,False,False
7866,2818950014_2,2,1,3,2,1,0,739,why did the girl in pink look and wave into the camera when the camera films her,CW,communicate,keep happy memories,ask for help,take photo together,attracted by crocodile,False,True,False,False,False,True,False
7869,5460127828_4,2,0,3,3,4,3,653,why is the boy in red riding behind the boy in white at the end of the video,CW,hold the handle,he is bored,to skate faster,for fun,to grab the food,False,True,False,False,False,False,False
7872,5678689001_0,3,2,3,1,1,3,720,why did the white dog jump up to the man at the beginning of the video,CW,to put ball in position,adjust his cap,excited,wanted food,distracted,False,True,False,False,False,False,False
7873,4135845237_0,0,4,0,0,0,0,1389,how does the person in black protect the child,DO,child holds his finger,point,hold out soft toy,reach his hand out,walk beside,False,True,False,False,False,False,False
7882,6160350737_1,2,1,2,2,4,0,1140,what did they use to make sure that their instrumnent does not fall off,DO,guitar stand,straps,put inside case,keep on shelf,hold together with men,False,True,False,False,False,False,False
7886,8507883824_0,0,3,2,2,0,1,1517,why is the man wearing a hat,CW,part of the attire,ride motorcycle,sunny weather,keep warm,working at great height,False,True,False,False,False,False,False
7890,11589691386_0,2,1,4,2,4,4,1968,why did the man bend his back while he was walking,CW,drops his coins,hunchbacked,look at the boy,moving the toy,someone asked him to do that,False,True,False,False,False,False,False
7891,7001228068_7,0,4,1,2,4,0,1233,what did the girl do after the cameraman pointed at something,TN,turn to look,hold up the bottle,put down her club,slide down,girl walk forward,False,True,False,False,False,True,False
7898,8996671420_0,4,3,4,4,4,4,485,why did the man adjust the bag to his left shoulder,CW,carry dog,scoop sand,reading the card,to make himself comfortable while holding,give space,False,True,False,False,False,False,False
7906,6071633426_2,1,4,1,1,0,1,2674,how is the baby seated and supported,CH,place front legs on table,sit on low chair,help of adult,leans back,baby chair and table,False,True,False,False,False,False,False
7912,7108622827_0,2,3,2,2,0,2,885,what are the kittens doing to each other,TC,rubbing each other,fighting,licking each other,play with each other,looking at the cat,False,True,False,False,False,False,False
7921,4346015300_4,0,1,2,2,1,2,575,why did the cat stop scratching for a while in the middle of the video,CW,get the food,watching it,playing,full,clean itself,False,True,False,False,False,True,False
7924,8235000713_3,3,1,4,2,0,4,1813,why does the lady wearing spectacles pass a book to the man wearing spectacles at the end of the video,CW,to check for the quality of the book,ask for autograph,to colour the book,keep it as a present,take a photo with the book,False,True,False,False,False,False,False
7927,3336623732_2,3,2,3,3,0,0,1278,why does the the cameraman reach out to squeeze the boy s arm,CW,stabilize him,dancing with baby,playing with it,show affection,play with the baby,False,True,False,False,False,False,False
7934,3765087719_1,1,0,1,1,0,1,2165,why does the woman with red hair not put her microphone on the stand,CW,want to hold it,focus on guitar,to drink water,cooking the food,to stuff the soil in,False,True,False,False,False,True,False
7937,4511691550_8,2,0,4,2,4,2,1971,what did the man do before picking up the balls,TN,adjust girl s posture,runs toward the girl,put ball into hole again,crawl on the ground,shake his head,False,True,False,False,False,False,False
7940,2440996945_11,0,4,0,0,4,1,1952,why did the child put down the toy that she was holding at the beginning of the video,CW,pick up something on the floor,lose balance,to get close to baby,throw balloon,to grab a book,False,True,False,False,False,True,False
7944,12078592673_8,4,2,3,4,1,4,1292,how many other ingredients were placed in front of the children,DC,six,one,seven,three,two,False,True,False,False,False,False,False
7949,2488260327_0,3,0,3,3,4,3,1200,what does the lady do while the girl is sitting at the side with the phone,TC,carrying the baby,talk to others,jump,looking at her phone,dance,False,True,False,False,False,False,False
7951,4743196658_5,1,2,1,1,1,1,1119,how did the boy fall when he was near the fan,CH,tripped on a rock,he spun and fell,on his hands,on his back,fall from bicycle,False,True,False,False,False,False,False
7952,8392813576_3,1,3,1,1,4,1,300,how many people are sledding down the slope together,DC,six,two,four,three,one,False,True,False,False,False,False,False
7955,4892549531_5,1,4,0,1,4,1,1767,what does the man do after approaching the chair,TN,play video,takes a bow,start writing,jump,pick up something,False,True,False,False,False,True,False
7956,6299469194_8,1,4,1,1,1,1,704,how many dogs are there,DC,one,two,three,nine,four,False,True,False,False,False,False,False
7960,4254626112_5,0,1,0,0,0,0,2158,what move are the boy and girl doing at the middle of the video,TC,playing,spin themselves,walking,talks and smiles,getting ready to perform,False,True,False,False,False,False,False
7966,5728022703_4,2,4,2,2,1,2,346,why did the man reach for his pants,CW,posing,take out tissue,adjust pants,take out money,take out phone,False,True,False,False,False,False,False
7970,3089919537_0,0,1,0,0,1,4,1140,what does the man at the piano do while playing the piano,TC,passionate and abosorbed in playing,looking at dog,move shoulders,a cap,raise his arms,False,True,False,False,False,True,False
7971,5728022703_9,0,1,2,2,4,2,346,what does the man in red do after walking closer to the girls,TN,dance,laugh and look at phone,carry her,hi-five,reads the card,False,True,False,False,False,False,False
7973,4084841090_8,3,2,3,3,1,3,433,how many dogs are there,DC,four,three,one,two,six,False,True,False,False,False,False,False
7974,4080877621_1,3,2,0,3,0,0,658,why did the man move his hand towards his mouth,CW,clean his mouth,let baby grab it,adjust duck lip toy,bite his finger,showing affection,False,True,False,False,False,False,False
7978,4794935391_6,0,2,0,0,3,0,430,what colour shirt was the man wearing,DO,blue,green,white,black,teal,False,True,False,False,False,False,False
7981,3735590728_4,2,3,2,2,4,2,506,how did the lady show her affection to the baby,CH,carry using left arm,pat head,kiss the baby on forehead,touch baby s nose,kiss girl,False,True,False,False,False,False,False
7988,4452638970_2,2,1,0,0,4,0,540,why did the man stretch his arm over the counter in the middle,CW,pick up his phone,give badge to boy,take food,push boy,wash hands,False,True,False,False,False,False,False
7990,2662773013_2,3,2,3,3,0,3,975,what does the man do after the lady gives him the box,TN,fold the sides of cardboard,watch him,drink from it,look at it,adjust baby s position,False,True,False,False,False,False,False
7991,6653111897_1,3,1,3,2,4,2,2694,why is the girl sitting in the special chair,CW,to try out the prototype,stabilize her,eating food,having a meal,prevent from falling down,False,True,False,False,False,False,False
8000,2433368517_7,0,3,2,0,0,2,964,how did the lady move herself into the house,CH,steps onto it,get up and move away,went forwards and backwards,pull up her wedding dress,using its legs,False,True,False,False,False,False,False
8010,5856167780_5,1,0,1,1,1,1,948,what does the boy do after putting his sunglasses back on in the middle,TN,run to wall,take it off,put face and hand against glass,take off helmet,exchange the sparkles,False,True,False,False,False,False,False
8012,3761582546_6,3,4,1,1,4,1,2697,what is the lady in zebra-striped blouse doing,TC,clapping,performing,dancing,working,seated down,False,True,False,False,False,True,False
8021,4220559457_2,3,1,2,0,0,0,1495,how does the dog use the pillow after moving the pillow around the room,CH,move it onto couch,grab with its mouth and play,lie on it,licking the pillow case,moving all over the place,False,True,False,False,False,False,False
8029,7526364640_3,3,2,1,1,4,3,2697,why is the woman wearing black and white talking to the boy in blue near the start,CW,to give him a present,ask him to tidy up table,playing with him,invite him to a movie,scolding him,False,True,False,False,False,False,False
8030,9046447320_7,2,4,2,2,0,2,373,what does the woman do after finishing talking to the man in brown,TN,goes back in line,look at the scenery,listen to man speak,walk away,look down,False,True,False,False,False,False,False
8032,6080431642_2,2,3,2,2,4,2,306,why did the man in spectacles go backwards after the girl placed her hand on his face,CW,check on kids,to wipe her mouth,man pull her hair backwards,playing again,push another boy,False,True,False,False,False,False,False
8040,2532161712_0,3,2,3,3,4,3,793,why does the boy hold on tight to the seat belt next to him,CW,distracted,teach him swimming,stable sitting,for balance,playing,False,True,False,False,False,False,False
8041,4123808525_3,4,1,4,4,1,4,570,why is the man looking towards the monitor,CW,playing game on mobile,check the hair cut,hot sun,fencing equipment,recording,False,True,False,False,False,True,False
8054,3751613141_1,2,3,2,1,4,4,840,how does the man in black slippers interact with the dog,CH,pat the dog's head,gave dog food,rubbed its neck,caress,holds the dog,False,True,False,False,False,False,False
8055,8575896129_8,1,2,1,1,4,4,2056,what does the baby do after getting on the ground,TN,drinking milk,crawls,pick up something,turn to his back,fall down,False,True,False,False,False,False,False
8058,3509821194_9,0,2,0,0,0,0,2430,how are the performers positioned on the floor at the start,DO,squat,lie down on floor,kneeling,use tapes,using the guitar,False,True,False,False,False,False,False
8065,3086276600_9,4,1,4,4,4,4,2697,how did the lady move when the boy in blue swung towards her in the middle of the video,CH,pick up toy,move her back backwards,use legs to slide forward,hand gesture,pretend to punch him,False,True,False,False,False,False,False
8068,5647715900_9,1,4,1,1,4,1,1768,why did the girl bend down next to the dog near the middle of the video,CW,to balance the bicycle,touch the dog,pick up the mask,tie shoelace,pick up branches,False,True,False,False,False,True,False
8073,9023339404_4,3,4,1,1,4,1,2001,what does the lady in yellow do after putting down her camera,TN,put outerwear down,adjust her cap,walk forward,takes it from girl in green,hold the chair,False,True,False,False,False,True,False
8076,4930378590_1,3,4,3,2,1,3,1809,how was the man on the right playing his intrument,CH,hit with stick,pulling the ribbon,hit with palm,blowing,pluck by fingers,False,True,False,False,False,False,False
8082,3006009155_3,3,2,1,1,0,3,374,why did the boy in red touch his ankle at the end of the video,CW,adjust his socks,adjust anklet,show where he was hurt,rub his ankle,apply cream,False,True,False,False,False,False,False
8088,13179487404_0,2,3,2,2,4,2,778,what was the girl doing at the end as the boy was stopping the bike in front of her,TC,stop the bike,hold railing of bench,look around,blowing bubbles,forward,False,True,False,False,False,False,False
8093,4822565837_5,3,0,3,3,4,3,1764,how was the lady in blue reacting with the girl decorating the pastry,TC,stand wand watches the girl,clicks picture,singing,clapping,walk away,False,True,False,False,False,False,False
8094,9969305386_1,0,3,0,0,0,4,535,what does the man in blue do after pulling his pants up,TN,walks away,smiling,sit next to boy in blue,dance,raise his camera high to record,False,True,False,False,False,False,False
8105,2758300055_1,2,0,2,2,0,2,1473,why did the woman in white change the way she hold the baby after the baby looks sad,CW,baby feels uncomfortable,protection action,make it tighter,to support the baby,being teased,False,True,False,False,False,True,False
